File name,Radar name,Frequency,PRT,PRF,Pulsewidth,Receiving time,Dead time,Peak Power,Average Power,Instrumented Range,Range Resolution,Accuracy,Beamwidth,Hits per scan,Antenna Rotation,MTBCF,MTTR
karte067.en.html,MRR-3D NG,G-Band,,,,,,,,180 km,,,,,10 or 30 min⁻¹,,
karte068.en.html,STIR,X-Band,,1 800 or 3 600 Hz,,,,220 kW,,120 … 512 km,,,1.4°,,,,
karte069.en.html,Furuno M1835,"9 410 ±30 MHz
	(X-Band)",,,,,,4 kW,,36 NM (≙ 66 km),,,4°,,24 min⁻¹,,
karte070.en.html,Furuno M1935,"9 410 ±30 MHz
	(X-Band)",,,,,,4 kW,,48 NM (≙ 89 km),,,2.4°,,24 or 48 min⁻¹,,
karte071.en.html,Furuno M1945,"9 410 ±30 MHz
	(X-Band)",,,,,,6 kW,,64 NM (≙ 118 km),,,1.9°,,24 or 48 min⁻¹,,
karte072.en.html,Simrad TX10S-1,X-Band,,,,,,10 kW,,72 NM (≙ 133 km),,,1.2°,,27 min⁻¹,,
karte073.en.html,MW 08,G-Band,,,,,,50 kW,,80 NM (≙ 148 km),90 m,"40 m, 0.25°",2°,,27 min⁻¹,,
karte074.en.html,DA 08,,F-Band,,500 … 1 000 Hz,"1, and 34 or 68 µs",,,145 kW,5 kW,104 NM(≙ 193 km),90 m,,1.55°,,10 … 20 min⁻¹,,
karte075.en.html,Score coastal radar,X-Band,,,,,,,,130 km,3 m,,0.55º,,11 min⁻¹,,
karte076.en.html,Sea Master 400,E/F-Band,,,,,,,,250 km,,,,,,,
karte077.en.html,RTN-10X „Orion“,I-Band),,,,,,,,40 km,,,,,,,
karte078.en.html,RTN-20X “Orion”,,J-Band,,,,,,,10 km,,,,,,,,
karte079.en.html,RTN-30X “Orion”,I-Band,,,0.5 or 6.5 µs,,,12 kW,,45 km,,,,,,,
karte080.en.html,LIROD,"35 GHz
	(K-Band)",,6 kHz,0.4 or 16 µs,,,,100 W,24 km,,,β= 1.5°; ε= 0.55°,,,,
karte081.en.html,Castor 2,X-Band,,,4 µs,,,80 kW,,25 km,,,,,,,
karte082.en.html,S 1850 M,L-Band,,,,,,132 kW,5 kW,400 km,,,,,,,
karte083.en.html,TRS 3405,X-Band,,570 … 1 080 Hz,0.05 µs,,,200 kW,,120 km,7.5 m,,0.24º,,5 or 10 min⁻¹,,
karte084.en.html,S 1830,,"2.8 … 3.1 GHz
		(S-Band)",,,18 µs,,,,,200 km,,,,,10 or 20 min⁻¹,,
karte085.en.html,DP-RDR-8035,X-Band,,,,,,,,100 km,,,,,1 … 10 min⁻¹,,
karte086.en.html,Çafrad,S-Band,,,,,,,,450 km,,,,,,,
karte087.en.html,AWS-4,"2.7 … 3.1 GHz
	(S-Band)",,,1.0 and 0.3 µs,,,62 kW,,60 NM (≙ 110 km),,,,,10 or 20 min⁻¹,,
karte088.en.html,Type 1048,S-Band,,,,,,,,,,,,,,,
karte089.en.html,AWS-10,S-Band,,,,,,2 kW or 15 kW,,100 NM (≙ 185 km),,0.35°,1.65°,,15 min⁻¹,> 4000 h,< 30 min
karte090.en.html,DRBC 33,X-Band),,,,,,30 kW,,,,,,,,,
karte091.en.html,MR-750 “Top Plate”,D/E-Band,,,,,,,,150 or 300 km,,"120 m, 0.25°",,,12 or 6 min⁻¹,,
karte092.en.html,MR-302 “Strut Curve”,F-Band,,,,,,,,278 km,,,,,,,
karte093.en.html,"KR 1008, KR 1068",,"9 410 ±30 MHz
		(X-Band)",,2 100; 1 200; 600 Hz,0.08; 0.3; 0.8 µs,,,4 kW,,36 NM (≙ 66 km),,,4°,,24 min⁻¹,,
karte094.en.html,SBS-900,X-Band,,,,,,,,,,,,,,,
karte095.en.html,DRBR 51,G-Band,,,,,,,,,,,,,,,
karte096.en.html,DBRI 23,L-Band,,,,,,,,,,,,,,,
karte097.en.html,DRBJ 11,S-Band,,,,,,,,360 km,,,,1 … 2,15 min⁻¹,,
karte098.en.html,9GR-600,"8.5 … 9.6 GHz
	(I-Band)",,,,,,,,30 NM (≙ 55 km),,,2.4°,,0.5 … 20 min⁻¹,,
karte099.en.html,Sea Tiger,S-Band,,2 200 or 1 100 Hz,5.5 or 12 µs,,,60 kW,1 kW,72 NM (≙ 133 km),,,1.65°,,12 or 24 min⁻¹,,
karte100.en.html,BridgeMaster E,3 050 MHzS-Band,,1 760 or 785 Hz,"0.05, 0.25 or 0.75 µs",,,30 kW,,96 NM (≙ 192 km),,,2°or 2.8°,,28 or 45 min⁻¹,,
karte001.en.html,VisionMaster FT,3 050 MHzS-Band,,"3 000, 1 800 or 785 Hz","0.05, 0.25 or 0.75 µs",,,30 kW,,96 NM (≙ 192 km),,,2°or 2.8°,,28 or 45 min⁻¹,,
karte002.en.html,NS100,S-Band,,,,,,,,280 km,,,,,15 or 30 min⁻¹,2 100 h,
karte003.en.html,SHN X12,"9.2 GHz
	(X-Band)",,,,,,2×25 kW,,,,,,,,,
karte004.en.html,SBS-700,X-Band,,,,,,25 kW,,,,,,,,,
karte005.en.html,Type 911,X-Band,,,,,,,,18 NM (≙ 33 km),,,,,,,
karte006.en.html,3Ts-25E,X-Band,,800 Hz,3 µs,,,200 kW,,76 NM (≙ 141 km),40 m,,1°,,12 min⁻¹,,
karte007.en.html,Maars,"5.2 … 5.8 GHz
	(C-Band)",,,,,,,,200 km,,,1.6°,,12; 30; 60 min⁻¹,,
karte008.en.html,Neva-B,"33.85 ± 0.25 GHz
	(Ka-Band)",,3.5; 1.25; 0.8 kHz,0.03; 0.2; 0.6 µs,,,12 kW,,45 km,,,0.23°,,10 … 60 min⁻¹,,
karte009.en.html,Furuno DRS4D-NXT,"9 380 … 9 440 MHz
	(I-Band)",,1100 Hz,0.08 … 1.2 ; 5 … 18 µs,,,25 W,,36 NM (≙ 67 km),,± 1°,3.9°,,24 min⁻¹,,
karte010.en.html,JMA-610,"9 410 ± 30 MHz 
	(X-Band)",,"4, 2, 1 kHz","0.05, 0.1, 0.3, 0.6 µs",,,4.9 … 6 kW,2.4 W,32 km,< 15 m,1.5%,1° (7 ft-antenna),,"26, 36 or 48 min⁻¹",,
karte011.en.html,SeaEagle 200N,"9 300 … 9 500 MHz
	(X-Band)",,350 … 5 000 Hz,0.05 … 93 µs,,,200 W,,32 NM (≙ 60 km),,10 m (or 1%),1.25°; 1.05°; 0.85°,,16 … 42 min⁻¹,160 000 hrs,
karte012.en.html,CBAAR,C-Band,,,,,,,,,,,,,,,
karte013.en.html,Type 1047,X-Band,,,,,,,,48 NM (≙ 89 km),,,,,,,
karte014.en.html,Revathi,"3.1 … 3.5 GHz
	(F-Band)",,,,,,120 kW,,220 km,200 m,,,,"6, 12, 24 min⁻¹",,
karte015.en.html,ASR (Naval Radar),L-Band,,,,,,,,>110 NM (≙ 200 km),,,,,6 min⁻¹,,
karte016.en.html,TRS-4D Fixed Panel,C-Band),,,,,,,,162 NM (≙ 300 km),,,,,,1 000 hrs,0.5 hr
karte017.en.html,LCR-2020,"5.25 … 5.925 GHz
	(C-Band)",,,,,,,,100 NM (≙ 185 km),,,,,,,
karte018.en.html,CRM-203,"9.3 … 9.5 GHz
	(X-Band)",,,,,,,1 mW … 2 W,48 NM (≙ 89 km),,50 m; 0.1°,0.7°,,12 or 30 min⁻¹,,
karte019.en.html,LD 1500,,"9 410 ±30 MHz
	(X-Band)",,500 … 3200 Hz,50 … 1200 ns,,,4 kW,,64 NM(≙ 118 km),,,1.8° … 1.1°,,22 min⁻¹,,
karte020.en.html,SkyFender AMSR,X-Band,,,,,,,,,,,,,,,
karte021.en.html,Dorado,"9.41 GHz
	(X-Band)",,,,,,,0.2 or 0.4 W,23 NM (≙ 43 km),2 m,,3° … 5°,,24 or 50 min⁻¹,,
karte022.en.html,MR-231,"9 410 ± 30 MHz
	(X-Band)",,2.8; 1.4; 0.7 kHz,0.06; 0.35; 0.8 µs,,,4; 10 or 25 kW,,48 NM (≙ 89 km),,,,,15 min⁻¹,,
karte023.en.html,MR-231 S,"3 050 ± 10 MHz
	(S-Band)",,,,,,30 kW,,96 NM (≙ 178 km),,,2°,,,,
karte024.en.html,Rapan,"9 410 ±30 MHz
	(X-Band)",,,,,,25 kW,,,,,0.8°,,24 min⁻¹,,
karte025.en.html,SeaEagle 50,"9 300 … 9 500 MHz
	(X-Band)",,,,,,,48 NM (≙ 90 km),,,4°,,22 min⁻¹,,
karte026.en.html,RTS 3200,X-Band,,,,,,,20 W,40 km,,,,,,> 2000 hrs,
karte027.en.html,AN/SPS-46(V1),X-Band,,,,,,,,10 NM (≙ 18 km),,,,,,,
karte028.en.html,Type 364 Radar,S-Band,,,,,,60 kW,100 W,40 NM (≙ 75 km),,,2°,,30 rpm,,
karte029.en.html,AN/SPQ-9A,X-Band,,3 000 Hz,,,,1.2 kW,,20 NM (≙ 37 km),,,,,60 rpm,,
karte030.en.html,TRS-3015,L-Band,,,,,,250 kW,10 kW,160 NM (≙ 300 km),,,,,12 rpm,,
karte031.en.html,RAWS-03,"3 100…3 500 MHz
	(F-Band)",,"500, 1 000 or 4 000 Hz","67, 35, or 9 µs",,,100 kW,,70 NM (≙ 130 km),,,1.55°,,,13.5 or 27 rpm,
karte032.en.html,AN/SPG-51,,"5 450 … 5 825
	MHz (C-Band)",,4 100 Hz or 9 600 … 16 700 Hz,2.1 or 3.2 µs,,,81 kW,1.6 kW,100 NM (≙ 180 km),,,1.6°,,,,
karte033.en.html,Atlas 9600M,"3 050 MHz
	(S-Band)",,,,,,30 kW,,25 NM (≙ 46 km),,,1.7º,,23 rpm,,
karte034.en.html,GWSR,"9 410 MHz
	(X-Band)",,2 100 Hz,50 ns,,,,,5 km,7.5 m,,,,,,
karte035.en.html,CEAFAR,S-Band,,,,,,,,,,,,,,,
karte036.en.html,Type 517M,VHF-Band,,,,,,,,350 km,,,,,,,
karte037.en.html,MM/TPS-755,X-Band,,,,,,,,,,,,,,,
karte038.en.html,RAWL-02,L-Band,,,,,,,,150 NM (≙ 277 km),,,2.2°,,7.5 or 15 rpm,,
karte039.en.html,Akrep-D,X-Band,,,,,,,,120 km,,,,,,,
karte040.en.html,Aries,"9.2 … 9.5 GHz
	(X-Band)",,,,,,,0.005 … 5 W,40 NM (≙ 74 km),0.5 m,,,,,,
karte041.en.html,MYS-М1E,X-Band,,,,,,,,128 NM (≙ 237 km),,14 m or 1%; 0.13°,0.8°,,6 rpm,,
karte042.en.html,ELM-2248,Version,S-Band,,,,,,,,135 NM(≙ 250 km),,,,,,,
karte001.en.html,Airborne Multimode Radar AN/APG-65GY,X-Band,,,,,,,,,,,,,,,
karte002.en.html,Battlefield Surveillance Aircraft ASTOR,X-Band,,,,,,,,250 … 300 km,1.18 m,,,,,,
karte003.en.html,Euroradar ECR 90,I-Band,,,,,,,,,,,,,,,
karte004.en.html,Ocean Master,"9.3 - 9.8 GHz
	(X–Band)",,300 Hz to 125 kHz,,,,6 kW or 8 kW,100 W or 400 W,7.5 to 240 NM,3 m,,,,6-30 rpm,,
karte005.en.html,Airborne Weather Radar “Primus 660”,9375 ±25 MHz,,"180, 360, and 480 Hz",1 or 2 µs,,,10 kW,,2.5 … 300 NM,,,,120 degrees,29.4 lbs,,
karte006.en.html,Primus 880 Weather Radar,9345 ±25 MHz,,"180, 360, and 480 Hz",1 or 2 µs,,,12 kW,,2.5 … 300 NM,,,"7,9°; 5,6° or 4,2°",120 degrees,,,
karte007.en.html,Surveillance Aircraft SRA-1,X-Band,,,,,,,,200 km,,,,,,,
karte008.en.html,Airborne Multimode Radar AN/APG-70,X-Band,,,,,,,,100 NM (≙ 185 km),,,,,,80 h,
karte009.en.html,Airborne Radar ELDORA/ASTRAIA,"9.3 – 9.8 GHz
	(X-Band)",,2 – 5 kHz,0.25 – 3.00 µs,,,35 – 40 kW,,20 – 90 km,37.5 – 1200 m,,1.8°,,,,
karte010.en.html,RDR 1400C SAR and Weather Radar,"9375 MHz ±5 MHz(SAR and Wx modes)
9310 MHz(Beacon mode)",,800 Hz or 200 Hz,2.35 or 0.5 µsec,,,10 kW,,240 NM (≙ 444 km),,,,,,,
karte011.en.html,Searchmaster,X-Band,,,,,,,,,,,,,,,
karte012.en.html,Seaspray 5000E,,X-Band,,,,,,,,200 NM(≙  370 km),,,,,,,
karte013.en.html,AN/APG-73,X-Band,,,,,,,,>60 NM,,,,,,,
karte014.en.html,AN/APG-79,X-Band,,,,,,,,80 NM (≙ 150 km),,,,,,,
karte015.en.html,AN/APG-66,X-Band,,,,,,,,80 NM (≙ 150 km),,,,±10°/±30°/±60º,120 h,5 min
karte016.en.html,RDR 2000,X-Band,,,,,,4 kW,,240 NM (≙ 445 km),,,,,,,
karte017.en.html,AN/APG-77,X-Band,,,,,,20 kW,,460 km,,,,,,,
karte018.en.html,VIXEN 1000 E,X-Band,,,,,,,,,,,,,,,
karte019.en.html,Grifo-346,X-Band,,,,,,,,50 NM (≙ 92 km),,,,,,,
karte020.en.html,AN/APG-80,X-Band,,,,,,,,220 NM (≙ 410 km),,,,,,,
karte021.en.html,AN/ZPY-1 “STARLite”,Ku-Band,,,,,,,,40 NM (≙ 74 km),1 ft,,,,,,
karte022.en.html,Gabbiano,X-Band,,,,,,20 kW or 200 kW,,"40 NM (≙ 74 km), or
	220 NM (≙ 407 km)",,,,,,,
karte023.en.html,AN/APG-83,X-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte024.en.html,AN/APG-68,X-Band,,,,,,,,50 … 85 km,,,,,,,
karte025.en.html,AN/APG-71,X-Band,,,0.4 and 50 µs,,,10 kW,500 W,140 NM (≙ 260 km),,,,,,,
karte026.en.html,AN/APN-242,"9 375 ±10 MHz
	(X-Band)",,1 024 … 180 Hz,0.2 … 4.5 µs,,,25 kW,,240 NM (≙ 445 km),,,,,12 or 45 rpm,> 1 000 hrs,
karte027.en.html,AN/APN-59,9 375 MHz (X-Band),,"180, 350, 1 025 and 2 000 Hz","4.5, 2.35, 0.8 and 0.35 µs",,,58 … 75 kW,,240 NM (≙ 444 km),,,β =3°; ε =5°,,,50 h,
karte028.en.html,AN/APN-234,X-Band,,,,,,,,80 NM (≙ 148 km),,,,,,,
karte029.en.html,AN/APS-143,"9 250 … 9 700 MHz
	(X-Band)",,"2 491, 1 513, 750 Hz
	(400 - 800 Hz in ISAR mode)","10, 23.4, or 40 μs",,,8 kW,,256 NM (≙ 475 km),50 m,,,,,800 hrs,
karte030.en.html,AN/APG-63,X-Band,,,,,,,,90 NM (≙ 175 km),,,,,,60 hrs,
karte031.en.html,AN/APG-78,Ka-Band,,,,,,,,8 … 12 km,,,,,,,
karte032.en.html,Mildar,Ka-Band,,,,,,,,12 km,,,,,,,
karte033.en.html,AN/APG-81,… X-Band,,,,,,,,150 km,,,,,,,
karte034.en.html,Foxhunter,X-Band,,,,,,,,185 km,,,,,,,
karte035.en.html,I-Master,"… 
	(Ku-Band)",,,,,,,,35 km,,,,,,,
karte036.en.html,AN/APG-67,X-Band,,,,,,2.8 kW,396 W,80 NM (≙ 148 km),,,β= 3.7°;  ε= 5.4°,,,200 hrs.,
karte037.en.html,ELM-2022,X-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte038.en.html,ELM-2054,X-Band,,,,,,,,12 km,,,,,,,
karte039.en.html,ELM-2052,X-Band,,,,,,,,200 km,,,,,,,
karte040.en.html,ELM-2032,X-Band,,,,,,,,80 NM (≙ 150 km),,,,,,,
karte041.en.html,RBE2,X-Band,,,,,,,,,,,,,,,
karte042.en.html,RDY/RDM,X-Band,,up to > 100 kHz,,,,4 kW,400 W,120 km,,,,,,,
karte043.en.html,Osprey,X-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte044.en.html,SARPER,X-Band,,,,,,,,40 km (SAR)70 km (ISAR),,,,,,,
karte045.en.html,RASAR,"1 110 … 1 390 MHz
	(L-Band)",,< 1 kHz,,,,25 W,5 W,,0.5 m,,80°,,,,
karte046.en.html,Primus 700,X-Band,,,0.1 … 3.5 µs,,,10 kW,,300 NM (≙ 555 km),,,,,,,
karte047.en.html,AN/APQ-100,I-Band,,,,,,,,40 NM (≙ 74 km),,,,,,,
karte048.en.html,E-Captor,I-Band,,,,,,,,,,,,,,,
karte049.en.html,AN/ZPQ-1 (TESAR),Ku-Band,,,,,,,,,0.3 m,,,,,>700 hrs,
karte050.en.html,AN/APY-8 (Lynx),"… 
	(Ku-Band)",,,,,,,,47 NM (≙ 87 km),,,,,,,
karte051.en.html,NSP-3,Ku-Band,,,,,,,,14.3 km,66 km,,,,,,,
karte052.en.html,NSP-5,Ku-Band,,,,,,,,24 km,102 km,,,,,,,
karte053.en.html,NSP-7,Ku-Band,,,,,,,,32 km,135 km,,,,,,,
karte054.en.html,AN/APN-241,X-Band,,,,,,,,320 NM (≙ 593 km),,,,,,1300 h,
karte055.en.html,SeaVue XMC,"9.3 … 10 GHz
	(X-Band)",,388 … 1 854 Hz,5; 10 or 12.3 µs,,,50 kW,230 … 500 W,250 NM (≙ 463 km),10 … 100 ft,,1.3°,,6 or 60 min⁻¹,>500 hr,
karte056.en.html,AN/APY-6,"16.5 … 16.6 GHz
	(Ku-Band)",,"300, 800, 2 400 Hz","0.4, 1.25, 3 µs",,,13 kW,400 W,80 NM (≙ 148 km),,,2.2º,,,,
karte057.en.html,Kontur-10,"9 345 ± 25 MHz
	(X-Band)",,400; 800; 1 400 Hz,0.6 … 4.0 µs,,,,,320 km,,,,,,,
karte058.en.html,OPTIMARE SLAR,"9.38 … 9.44 GHz
	(X-Band)",,,,,,,,120 km,,,0.75°,,,,
karte059.en.html,WXR-700X,X-Band,,180 … 9 000 Hz,1 … 20 µs,,,150 W,,320 NM (≙ 600 km),,,2.5º × 2.1º,,,"15,000 hrs",30 min
karte060.en.html,Anemone,X-Band,,,,,,,,200 km,,,,,,,
karte061.en.html,JSTARS,X-Band,,,,,,,,124 NM (≙ 230 km),,,,,,,
karte062.en.html,AN/APY-10,X-Band,,,,,,,,250 NM (≙ 470 km),,,,,,,
karte063.en.html,MESA,L-Band,,,,,,,,600 km,,,,,,,
karte064.en.html,SAR 3000,400 MHz(UHF-Band),,,,,,,,,2 m,0.5 m,,,,,,
karte065.en.html,ORB-32 Héraclès Ⅱ,X-Band,,,,,,70 kW,,60 NM (≙ 110 km),,,,,80 rpm,,
karte066.en.html,CAESAR,X-Band,,,,,,14 kW,,200 km,,,,,,,
karte067.en.html,ASARS-2,X-Band,,,,,,,,,,,,,,,
karte068.en.html,SLAR 2000,X-Band,,,,,,,,60 … 100 km,3 m,,,,,,
karte069.en.html,RDR-4000,"9.3 … 9.5 GHz
	(X-Band)",,200 Hz,≥ 5.2 µs,,,80 W,40 W,320 NM (≙ 590 km),,,3.3°,,,8 000 hrs,
karte070.en.html,AN/ZPY-3,X-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte071.en.html,RDR-1700,,X-Band,,200 … 1600 Hz,0.1 … 2.35 µs,,,10 kW,40 W,160 NM(≙ 296 km),,,,,,,
karte072.en.html,Iguane,X-Band,,,,,,,,130 NM (≙ 240 km),,,,,,,
karte073.en.html,AN/APQ-158,Ku-Band,,,,,,,,150 NM (≙ 280 km),,,,,,,
karte074.en.html,MMWR,"35 GHz
	(K-Band)",,,,,,,,2 km,,,1.6°,,,,
karte075.en.html,Horizon,X-Band,,,,,,,,150 km,,,,,,,
karte076.en.html,Gukol-1,X-Band,,,,,,0.5 kW,,190 NM (≙ 350 km),,,,,,2 500 hrs,
karte077.en.html,AN/APQ-164,X-Band,,,,,,,,160 NM (≙ 300 km),,,,,,,
karte078.en.html,AN/APQ-170,X + Ku-Band,,,,,,,,50 NM (≙ 92 km),,,,,,,
karte079.en.html,AN/APQ-181,Ku-Band,,,,,,,,NM (≙  km),,,,,,,
karte080.en.html,picoSAR,X-Band,,,,,,,,20 km,< 1m,,,,,,
karte081.en.html,MP-RTIP,X-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte082.en.html,MİLSAR,Ku-Band,,,,,,,,155 km (SAR: 27 km),,,,,,,
karte001.en.html,European Remote Sensing Satellite ERS-1,5.3 GHz,"linear, vertical",1640 … 1720 Hz,37.12 µs,"4,8 kW",,15.55 MHz,≤ 26.3 m,≤ 30 m,"782·785 km, 98.5°",100 min,ERS-1: 23°ERS-2: 47°,102.5 km
karte002.en.html,Envisat,"5.331 GHz
	C-Band)",dual linear,1 650 … 2 100 Hz,,,,16 MHz,30 m,30 m,"796 km, 98,54°",100 min,15° … 45°,500 … 800 km
karte003.en.html,SIR-C/X-SAR,L-Band,0.235 m,"VV, HH, VH, HV",1395 to 1736 pulses per second,"33.8, 16.9, 8.5 µs",,,"10, 20 and 40 MHz;",3.7 m,5.8 m,54 m,≈ 17 m,≈ 22 m,225 km,17° … 63°,15 … 90 km,7255 m/sec,
karte004.en.html,Jason-1 Radar-Altimeter,"13.575 and 5.3 GHz
	(Ku–, C-Band)",,1800 Hz ±10%,105.6 µs,,7 W,320 MHz,1336 km,7.2 km/s,9.9156 days,,"1,28° (Ku),3,4° (C)"
karte005.en.html,TerraSAR-X,"9.65 GHz
	(X-Band)",,,,,,,1 m,1 m,514 km,,15° … 45°,
karte001.en.html,Ground Based Weather Radar DWSR 8500S,"2.7 … 2.9 GHz
	(S–Band)",,"250 Hz, and 
	623, 700 or 900 Hz",0.8 µs and 4.5 µs,,,850 kW,,"120 km - 250 km, and 
	480 km - 550 km",,,"down to 0,95°",,,,
karte002.en.html,Microburst Radar MBR,X-Band,,7092 Hz,"1,25 µs",,,80 watts,4 watts,12 nautical miles,,,,,3 rpm.,,
karte003.en.html,Weather Radar Meteor 360 AC,5.6 GHz,,250 and 1200 Hz,0.5 µs,,,250 kW,,250 km,,,1°,,3 rpm.,,
karte004.en.html,Weather Radar Meteor 500C and Meteor 500S,,5.45 - 5.82 GHz,,200 - 1200 Hz,"0,5 - 2 µs",,,250 kW,,500 km,"62,5 m",,1°,10 … 30 s,,
karte005.en.html,Meteor 1500C,5.60 … 5.65 GHz,,2 000 … 100 Hz,"0,4 … 3,3 µs",,,250 kW,,,"62,5 … 1 500 m",,,,,,
karte006.en.html,Weather Radar Rainscanner,9 410 MHz,1 ms,1 000 Hz,1.2 µs,,25 kW,30 W,50 … 100 km,180 m,,1° or 4°,-107 dBm,24 rpm,,
karte007.en.html,Weather Radar SWR-250,5 300 … 5 700 MHz,,250 … 1180 Hz,0.8 … 2.0 µs,,,250 kW,,480 km,,,< 1°,,0 … 5 rpm,,
karte008.en.html,E600 Tactical Weather Radar System,9 375 ±25 MHz,,106.5 Hz ±5 Hz,,,,2.5	…  3.3  …	4.0 Kilowatts,,capable up to 240 NM (444 km),,,5.5 Degrees,,12 rpm,,
karte009.en.html,Wetterradar Meteor 600S,"2,7 … 2,9 GHz",,250 … 2000 Hz,"0,83 µs, 1,67 µs, 3,3 µs",,,850 kW,,100 km … 400 km … 1000 km,"125 m, 250 m, 500 m",,"2,0° … 1,3° … 1,0°",,0.2 … 6 rpm,,
karte010.en.html,Meteor 1600C/S<,,"5,45 - 5,82 GHz",,1300 Hz  …  300 Hz,"0,4 µs  …  3,3 µs",,,250 kW,,115 km  …  1000 km,,,"0,2  …  6 rpm",,
karte011.en.html,Weather Radar WSR-88D,"2,700 - 3,000 MHz",,"320 … 450,	… 1300 Hz",1.57 and 4.57 µs,,,700 … 750 kW,,460 km,47 m or 135 m,,"0,96° (2.7 GHz)to 0,88° (3.0 GHz)",15,3 rpm,,
karte012.en.html,Over The Horizon oceanography radar WERA,4 … 48 MHz,50 … 500 kHz,2 … 10 Hz,max: 30 W,15 … 250 km,"1,5 km down to 100 m",,3 … 6 degrees,,electronically steered,,
karte013.en.html,Poldirad,"5.504 GHz
	(C-Band)",,400 … 2400 Hz,1 µs; 2 µs,,,180 kW,,0 … 300 km,75; 150; 300 m,,1 degree,,max. 2 rev./min,,
karte014.en.html,C-Band Scanning ARM Precipitation Radar,"6.25 GHz
	(C-band)",,200 Hz … 2.7 kHz,0.2 … 2 µs,,,250 kW,250 W,100 km (200 km),,,0.9 degrees,up to 10 seconds,,
karte015.en.html,OSWIN,53.5 MHz,,< 50 kHz,1 … 32 µs,,,90 kW,4.5 W,(0.4) 1 … 18 km(65 … 95 km),"150 m, 300 m,600 m, 1000 m",,6 degrees,,
karte016.en.html,CSU-CHILL National Weather Radar Facility,"2735 MHz,(S-Band),",800 – 2500 µs,,0.3 – 1.0 µs,750 kHz,1 MW( Klystron),1600 W,375 km,± 34.3 m/s,"min: 30 m,typ: 150 m",,1.1°,,
karte017.en.html,Meteor 1700C and 1700S,,"5,45 - 5,82 GHz",,250 - 2000 Hz,"0,4 µs … 4,5 µs",250 kW,,115 km  …  1000 km,,,"0,2  …  6 rpm",,
karte018.en.html,Weather Radar “Defender CK250”,5600 - 5650 MHz,,200 - 2400 Hz,0.4 - 4.5 µs,250 kW,,600 km,,0.95º,Up to 10 rpm,,
karte019.en.html,Ka-Band ARM Zenith Radar (KAZR),34.83 - 34.69 GHz (Ka-band),,max.: 20 kHz,100 ns – 20 μs,2 kW,,,,0.2 or 0.3°,,
karte020.en.html,Terminal Doppler Weather Radar,"5.5 … 5.65 GHz
	(C-Band)",,"300 Hz (long-range surveillance)
	1 200-1 700 Hz (Doppler velocity hits)",1.1 µs,,,250 kW,550 W,275 NM (≙ 460 km),,,,0.55°,5 rpm,1 500 hrs,
karte021.en.html,Meteor 700C / 735C,,"5 430 … 5 800 MHz
	(C-Band)",,250 … 2400 Hz,3.5 … 0.5 µs,,,250 KW,,200 … 600 km,,,± 0.05°,≤ 1.0°,,,
karte022.en.html,DWSR-8501,,Magnetron,"2 700 … 3 000 MHz
	(S-Band)",,200 … 2400 Hz,0.2 … 2 µs,,,850 kW,,≥ 600 km,,,,0.95°,,≤ 10 rpm,,
karte023.en.html,SeaSonde,"4.3 … 45 MHz
	(HF-Band)",,,,,,80 W,40 W,up to 200 km,,,,,,,
karte024.en.html,DWSR 2501C,"5 300 … 5 700 MHz
	(C-Band)",,250 Hz,"0.4, 0.8, and 2.0 μs",,,250 kW,,550 km,,± 0.1°,1°,,≤ 5 min⁻¹,,
karte025.en.html,DWSR 88,,"2 700 … 2 900 MHz
	(S-Band)",,"250 Hz, or600 … 1 200 Hz",0.8 and 2 µs,,,550 kW,425 W,480 km,125 m,,2.1°,,,,
karte026.en.html,DWSR 5001C,"5 400 … 5 900 MHz
	(C-Band)",,"200 … 2 400 Hz,",0.2 or 3.0 µs,,,500 kW,,,,,0.95º,,,,
karte027.en.html,WRM 100,C-Band,,,,,,,,500 km,,,,,,,
karte028.en.html,WACR,"95 GHz
	(W-Band)",,20 kHz,0.3 µs,,,1 500 W,,,,,0.43°,,,,
karte029.en.html,RPMK-1 Ulybka,"1 770 … 1 795 MHz
	 (L-Band)",,457 Hz,0.5 or 1.1 µs,,,,,300 km,,,6°,,,110 h,
karte030.en.html,1B77 “Ulybka-M”,L-Band,,,,,,,,200 km,,,,,,,
karte031.en.html,DMRL-C,"5 600 … 5 650 MHz
	(C-Band)",,300 … 2 000 Hz,1; 25 and 60 µs,,,15 kW,,250 km,,,1°,,,,
karte032.en.html,Monocle K-100,"9 330 … 9 375 MHz
	(X-Band)",,2 … 5 kHz,1 µs,,,100 W,,100 … 150 km,,,3.25°,,,,
karte033.en.html,DMRL-Z,X-Band,,,,,,300 W,,150 km,,,,,,,
karte034.en.html,MRL-5,"9 595 ±15 MHz
	(X-Band)",,250 … 1 000 Hz,1 or 2 µs,,,250 kW,,300 km,,,0.5°,,0 … 6 min⁻¹,5000 hrs,
karte035.en.html,DMRL-10,"2 775 … 3 025 MHz
	(S-Band)",,300 … 3000 Hz,1.2; 25; 60; 100 µs,,,5 kW,> 400 W,250 km,,,,,,,
